account_name,created_at,display_name,friends_count,language,location,user_id
AndrewPyykkonen,Mon Jan 28 15:24:24 +0000 2013,Pyke,197,en,"Tempe, AZ",1128385849
MyStubbornMind,Fri Nov 20 02:01:32 +0000 2015,Erin 🦎,149,en,"Illinois, USA",4231023796
Lambsgobaa,Wed May 20 03:19:37 +0000 2009,Lambsgobaa,1651,en,Brisbane,41285363
katiefust26,Sat Nov 09 18:58:21 +0000 2013,katie fust,320,en,Rochester // Marquette ,2184871669
sierratagle,Sun Jun 09 23:53:24 +0000 2013,hot grandma,227,en,"San Francisco, CA",1496926717
BreakingBingo,Mon Oct 31 15:24:22 +0000 2011,Breaking Bingo,135,en,The United States,402109124
Browns,Fri May 15 23:16:44 +0000 2009,Cleveland Browns,443,en,"Cleveland, OH",40358743
Joshstram,Tue Nov 12 22:27:06 +0000 2013,"Josh, Loa of Corgis",283,en,Central FL,2191159249
lizbroyles,Sat Jan 09 17:32:28 +0000 2016,Elizabeth Broyles,63,en,not given,4734403933
DanielAMorrow,Wed Sep 02 19:12:04 +0000 2009,Dan Morrow,705,en,Halloweentown/NY,71047424
ratchgraham,Mon Sep 03 19:35:42 +0000 2012,spicy avocado ranch dip,604,en,cfont,801071689
dj1023,Fri Dec 14 01:03:02 +0000 2012,Dylan Jensen,297,en,not given,1010094666
MOZYandMILLIE,Thu Oct 03 17:25:14 +0000 2013,Mozy & Millie,39,en,not given,1931478073
Gary_TheDog,Fri Sep 05 22:01:14 +0000 2014,Gary the Dog,47,en,doghouse,2762340845
alfthepuppy,Wed Jul 16 02:43:42 +0000 2014,alf,63,en,"nashville, tn",2649776886
maggie_mcgaugh,Fri Jun 26 20:57:39 +0000 2009,Maggie McGaugh,115,en,"Fort Worth, TX",51222536
taycolmenero,Thu May 26 19:23:21 +0000 2011,Taylor Colmenero,466,en,"Utah, USA",305766960
ruhipatel_,Fri Apr 18 16:01:05 +0000 2014,Ruhi Patel,599,en,not given,2451586328
DickersoLisa,Fri Nov 22 23:45:19 +0000 2013,Lisa Dickerson,560,en,Your boyfriends house,2209694995
QuincyBreaux,Wed May 18 02:29:27 +0000 2011,Quincy Sullivan,131,en,"Austin, TX",300622787
Sarahahson,Thu Mar 22 20:14:13 +0000 2012,Sarah Ahson🖤,593,en,not given,533544903
jengolbeck,Thu Feb 25 21:41:03 +0000 2010,Dr. Jen Golbeck,361,en,"College Park, MD",117539435
tgies1,Thu Dec 24 01:05:41 +0000 2009,Taylor Gies,124,en,"gainesville, fl",98996589
Chris_Law5,Sun Sep 16 18:18:38 +0000 2012,chris,232,en,"Columbia, SC",827522402
elijahdaniel,Fri Aug 26 19:22:18 +0000 2011,lil phag,1758,en,"los angeles, ca",362655140
sydneycristine,Wed May 15 01:32:56 +0000 2013,sydney,479,en,"Chattanooga, TN",1429259738
terinahamon,Sat Feb 22 21:31:01 +0000 2014,terminal,181,en,not given,2356960322
MarkieDiCarlo,Mon Mar 18 23:37:38 +0000 2013,Markie DiCarlo,195,en,"Michigan, USA",1279012626
santhaxo,Sat Sep 07 03:09:30 +0000 2013,sammy☾,197,en,"Monterey, CA",1739913326
LoveYourMelon,Thu Oct 11 02:53:38 +0000 2012,Love Your Melon,1606,en,"Minneapolis, MN",872887164
NovaSkyePup,Tue Dec 13 23:32:56 +0000 2016,Nova Skye,5,en,"Irvine, CA",808817006547898368
madisunny,Sun Apr 05 21:29:00 +0000 2009,Madison Whitley,293,en,"San Francisco, CA",29070172
rewa2303,Sun Jul 07 08:57:53 +0000 2013,Rewa,251,en,"Mumbai, India",1574701376
Harlso,Sun Oct 16 20:57:15 +0000 2016,Harlso,971,en,"Belfast, Northern Ireland",787759330896539648
gwickerham,Fri Mar 27 03:20:12 +0000 2009,greg wickerham,440,en,not given,26937517
christylach,Fri Dec 23 21:09:52 +0000 2011,Christy Lachappelle,184,en,not given,444964991
_shelbylewis,Mon Jan 09 04:05:55 +0000 2012,S,291,en,"Harmony, NC",458960986
tubby4lyfe,Sat Mar 12 02:15:46 +0000 2016,Jennie,49,en,not given,708476546722471937
marymargaret,Wed Feb 06 18:25:22 +0000 2008,Mary-Margaret Jones,921,en,"ÜT: 43.65394,-79.418784",13170172
Ksig503,Tue Feb 28 06:23:34 +0000 2012,Patrick Bellah,274,en,not given,506973975
jestinajoy_,Sun Mar 27 00:54:34 +0000 2011,jestina,76,en,not given,272698177
alind02,Fri Apr 18 22:27:26 +0000 2014,amanda lindgren,236,en,Chicago,2493237423
jaketapper,Fri Apr 25 17:23:28 +0000 2008,Jake Tapper,6566,en,not given,14529929
abbow18_bowen,Thu Jul 12 16:20:06 +0000 2012,Abigail,245,en,not given,633853313
Everblue86,Sat Jan 31 11:44:54 +0000 2015,Brownie,463,en,"England, United Kingdom",3007465419
Alice_Moran,Tue Jun 02 15:45:13 +0000 2009,Alice Moran,394,en,Canada 🇨🇦,44141752
niicolekayy,Mon Aug 26 23:35:21 +0000 2013,nicole,293,en,"Gilbert, AZ",1703175480
kaylabrookee97,Mon Feb 20 00:00:30 +0000 2012,Kayla,178,en,Probably at work,497423652
ak_bakes,Sun Sep 30 02:03:06 +0000 2012,Allison Baker,244,en,"Battle Creek, MI",853930944
alikal47,Mon Oct 15 22:53:59 +0000 2012,Ali,174,en,not given,883278572
lilcarlypaige,Mon May 18 18:39:10 +0000 2015,carly,364,en,"Brighton, MI",3288809993
502_Wilson,Thu Jan 19 03:01:56 +0000 2012,Nolyn Wilson,234,en,"Louisville, KY",468022614
Solsjo,Mon Mar 22 14:13:44 +0000 2010,Susanne Sjöstedt,3043,sv,not given,125342906
annaverwoerd,Tue Sep 06 00:30:45 +0000 2011,anna sun,332,en,University of Louisville,368650958
lookitsiain,Wed Jan 11 21:09:51 +0000 2017,schindlers fist,179,en,"Houston, TX",819290245556486146
MediaStevens,Tue Jan 25 22:42:24 +0000 2011,Christina Stevens,2549,en,Victoria,242928273
audouuce,Fri Jun 21 21:05:21 +0000 2013,Aude 🏳️‍🌈,172,fr,Med Rouen,1537361905
Alejandrobot,Tue Apr 14 12:00:28 +0000 2009,Alejandro A. Arbona 🇵🇷,881,en,New York City / San Juan,31105651
JakeOsborne66,Fri Nov 13 15:21:23 +0000 2015,Jake Osborne,105,en,"Richmond, KY",4179594323
cityblm,Mon Sep 30 14:12:16 +0000 2013,City of Bloomington,167,en,"City of Bloomington, Illinois",1920241417
gabrielcerrasco,Sun Feb 01 18:24:52 +0000 2015,gabríel,171,en,sc; gabrielcerrasco,3007106011
GavinRamblesOn,Sun Aug 18 06:28:58 +0000 2013,Stephen Gavin,1203,en,Seattle-Home NY/Denver- work,1679983278
CincinnatiZoo,Thu Jan 15 21:41:32 +0000 2009,Cincinnati Zoo,1688,en,"Cincinnati, OH",19040451
HadleyMayBean,Tue Apr 23 19:19:29 +0000 2013,Hadley,194,en,not given,1375305385
ShopWeRateDogs,Sun Jul 10 16:31:13 +0000 2016,The Dog Rates Shop,6,en,worldwide af,752178371354882049
13fingerfx,Mon Dec 28 00:54:45 +0000 2009,Dan Martin,771,en,London,99821135
ttaylorfaithh,Thu May 17 12:10:38 +0000 2012,✰ taylor isbell ✰,2161,en,"Clay, AL",582717634
Chappee_98,Wed Dec 14 23:56:18 +0000 2011,Alexandra Herndon,166,en,not given,437072817
jthomp_,Thu Feb 26 04:37:20 +0000 2009,Julie,260,en,not given,21970415
WKCDOGS,Fri Dec 18 17:13:11 +0000 2009,Westminster Dog Show,529,en,"New York, NY",97708927
karinbrulliard,Tue Dec 14 03:52:56 +0000 2010,Karin Brulliard,507,en,"Washington, DC",226426787
BlinkTenor,Tue Feb 07 20:01:43 +0000 2012,Bob,33,en,not given,485986353
istanbulbld,Tue Jan 18 07:46:46 +0000 2011,İstanbul Büyükşehir,182,tr,İstanbul,239715983
onetailatatime,Mon Aug 31 15:31:54 +0000 2009,One Tail at a Time,1051,en,"Chicago, IL",70419855
sprvgue,Sat Sep 04 19:59:56 +0000 2010,Jacob,704,en,"Michigan, USA",186929903
hseidema,Thu Jul 10 20:33:59 +0000 2008,Hans,370,en,"Prince Rupert, British Columbi",15382872
utahhumane,Tue Oct 20 21:03:36 +0000 2009,Humane Society of Ut,1715,en,"Murray, UT",83925198
anissa_mota,Tue Sep 27 02:49:02 +0000 2016,Anissa Mota,105,en,Instagram | anisssa ,780600103509766144
BPowPow,Wed Mar 24 03:34:13 +0000 2010,Blair,100,en,not given,125868814
jk_rowling,Mon Aug 03 13:23:45 +0000 2009,J.K. Rowling,628,en,Scotland,62513246
RayNarvaezJr,Tue May 22 20:17:03 +0000 2007,rayyyyyyyy lmao,435,en,"Austin, TX",6243142
ashlyntwerk,Tue Jan 25 01:01:58 +0000 2011,ash ♥,292,en,not given,242540715
emmadoesthings,Wed Aug 05 23:32:35 +0000 2015,emma “nothing is real” harris,213,en,Somewhere in N.California,3404911181
casey_mccarth,Wed Jan 08 02:32:57 +0000 2014,Casey McCarthy,323,en,Long Island,2268029806
ASolakov,Mon Nov 19 00:04:24 +0000 2012,Angel,174,en,"London, England",956451283
raeingramxox,Tue Dec 27 03:48:31 +0000 2011,rae,258,en,georgetown,447645214
Diverge,Sat Jun 08 20:12:28 +0000 2013,Christian,500,en,"Las Vegas, NV",1493813894
AnnaRoubos,Mon Aug 16 20:10:51 +0000 2010,Anna Roubos,589,en,"Alameda, CA",179219606
mdperino,Wed Nov 02 01:09:22 +0000 2011,Matthew Perino,198,en,"Westerly, RI",403103072
Meeras_mom,Wed Dec 15 01:59:10 +0000 2010,Allison 🐸☕,92,en,"Texas, USA",226781143
melissa_ax14,Tue Nov 15 03:24:02 +0000 2011,Melissa Axelrod,192,en,not given,412766662
jenny_2080,Fri Jun 13 01:16:00 +0000 2014,Jenny,218,en,not given,2564357844
geekologie,Fri Dec 24 00:17:59 +0000 2010,Geekologie,28,en,The Internets,230005832
IrishMacPatti,Fri Feb 18 03:42:18 +0000 2011,Libby Mac,500,en,not given,253865206
seoycat,Sun Jan 17 06:56:51 +0000 2016,cat,270,en,Sydney,4772321113
Andy_Pace_,Tue May 05 13:14:30 +0000 2015,"Connor, the android sent by Cyberlife",573,en,not given,3235854317
rudimcwhirr,Sat Apr 21 20:02:46 +0000 2012,Rudi McWhirr,559,en,"Rome, GA",559835140
somethinfancy,Wed Jun 22 20:20:12 +0000 2011,Kate Billman,58,en,not given,322210668
mischkabelle,Sat Apr 07 12:52:11 +0000 2012,Michelle,726,en,That London,547582220
thekebabylon,Mon Nov 11 19:30:41 +0000 2013,i haven't seen it. 💖💜💙,215,en,not given,2177250406
OfficerEdith,Fri Oct 09 21:52:40 +0000 2015,Officer Edith,297,en,not given,3840640154
lalisimo,Mon Oct 19 19:33:11 +0000 2009,Francisco Leal,151,es,not given,83671200
desdemona47,Thu May 29 01:25:40 +0000 2008,Elaine,175,en,"Deltona, FL",14939609
PacificCommand,Fri Mar 13 02:53:11 +0000 2009,U.S. Indo-Pacific Command,2932,en,"Camp Smith, Hawaii",24112747
YouCouldAsk,Sat Aug 29 22:00:15 +0000 2009,"Rochambeau, dig me?",616,en,"cincinnati, oh",69973582
sam_litt,Tue May 03 00:27:25 +0000 2011,Sam Litt,318,en,"Raleigh, NC",292028694
katiebergey,Wed Feb 01 15:44:07 +0000 2012,Katie Bergey,94,en,South Carolina,480510140
AdemAracWUSA9,Sat Aug 01 21:04:41 +0000 2015,Adem Arac,1072,en,"Washington, DC",3303705313
miragonz,Tue Feb 09 01:03:11 +0000 2010,Mira Gonzalez,330,en,"Los Angeles, CA",112581391
Brenna_28_,Tue Mar 01 22:56:59 +0000 2016,Brenna,208,en,not given,704802644733218816
KirstyKomodo,Thu Jun 25 21:18:19 +0000 2009,Kirsty Komodo,307,en,England,50773367
RachaelW160,Tue Nov 03 15:53:57 +0000 2009,king rach,2297,en, Edinburgh,87219172
madd_rich,Fri Jan 06 01:14:00 +0000 2012,Maddie Richmond,390,en,RVA,456235075
Bromoish,Thu Aug 08 04:32:05 +0000 2013,Bromoish,255,en,"New York, USA",1654585453
libby_farley,Wed May 18 21:43:12 +0000 2011,libby farley,445,en,indianapolis,301098748
kalssw,Sun Nov 02 17:23:10 +0000 2014,Kali,164,en,not given,2887707199
lpbskinner,Fri Mar 20 20:18:44 +0000 2015,Luke Skinner,94,en,"Ontario, Canada",3100218508
kmdaugherty,Thu Jul 12 03:53:42 +0000 2012,kayla,196,en,"Las Vegas, NV",633436325
EdnaBateman,Thu Feb 23 04:53:35 +0000 2012,Edña Batemañ,2389,en,Georgia,500461649
Br0gn,Sun Oct 07 14:47:41 +0000 2012,BrogAn,222,en,"Corby/Manchester, England",866439908
puckthat_,Thu Aug 12 17:40:40 +0000 2010,Rachel Tufano,102,en,not given,177638382
FurzeyRetriever,Sun Jun 01 11:20:04 +0000 2014,Furzey & Thor⚡,2155,en,"Poole, England",2575162179
breaannanicolee,Sun Dec 30 01:41:49 +0000 2012,Breanna Burd,492,en,Probably a concert ,1046500110
KenziB94,Sat Jul 16 01:06:44 +0000 2011,Kendra Barton,650,en,not given,336272280
APforz,Thu Oct 13 06:50:51 +0000 2016,Adrian Pforzheimer,497,en,"Fairlee, VT",786459166290378752
CYurjevic,Mon May 04 14:21:01 +0000 2015,Chezney Yurjevic,306,en,"Ohio, USA",3185322583
emilia_longo,Sat Jan 31 02:06:11 +0000 2015,Emilia,75,en,"Tequesta, FL",3006847889
sioremy,Wed Jun 22 10:05:26 +0000 2011,Siobhan,253,en,Brisbane,321909158
woahsarone,Wed Jun 18 07:36:58 +0000 2014,.,84,en,insta: eeeeeyikes,2619399755
sardar_kutto_ka,Thu Jan 19 07:38:29 +0000 2017,indiannn,25,en,India,821985164276498432
VAVAVLOU,Mon Dec 05 20:16:55 +0000 2011,☾ ℒℴ.ϋ ✩,397,en,【=◈︿◈=】,429302113
luvgraceguy,Mon Mar 31 17:42:03 +0000 2014,grass guy🌱🌿🐉,240,en,not given,2420867456
drewjhudson,Tue Mar 29 16:50:19 +0000 2011,Drew Hudson,644,en,"Atlanta, GA",274052468
zuanne,Wed Apr 02 18:48:21 +0000 2008,Suzanne,83,en,Chicago,14286249
weil_41,Sat Apr 23 22:53:52 +0000 2016,Zachary Weil,7,en,"Seattle, WA",724008417002663936
jeffreylhoover,Mon Nov 19 20:41:50 +0000 2012,Jeffrey,141,en,"Nashville, TN",958486819
dirtbaaag_,Sat Jul 25 21:17:48 +0000 2009,🌹baby snakes,297,en,"Indianapolis, IN",60151718
nfallang21,Sat Jun 02 00:52:55 +0000 2012,Nikole Fallang,154,en,"Florida, USA",596945534
FourCM,Fri Jul 02 23:34:03 +0000 2010,Four Corners Media 🔦,3822,en,Brooklyn and the world. ,162187576
Jenna_Marbles,Tue Aug 18 14:48:53 +0000 2009,Jenna Marbles,76707,en,Horsehead Nebula,66699013
Jenna_Marbles,Tue Aug 18 14:48:53 +0000 2009,Jenna Marbles,76707,en,Horsehead Nebula,66699013
Sam_Perez27,Wed Apr 25 03:34:40 +0000 2012,Sam Perez,324,en,"Texas, USA",562560215
delgabanzobeenz,Wed Aug 03 20:01:48 +0000 2011,Annie DelGarbino,154,en,330,348049822
im_alexa_,Sat Feb 14 04:10:36 +0000 2009,alexa,482,en,PA,20830497
BurkhartAdriana,Tue Jun 19 02:32:23 +0000 2012,Adriana Burkhart,357,en,"East Lansing, MI",612282876
StephTheresaR,Fri Mar 02 00:17:16 +0000 2012,Stephanie Robinson,34,en,not given,511086557
MTZLER,Sun Oct 18 22:16:29 +0000 2009,Mike Metzler,5424,en,Search 🆒 on Snapchat,83459834
KBliverino,Sun May 06 18:05:42 +0000 2012,K8,259,en,not given,572879389
matt___nelson,Tue Apr 08 23:00:56 +0000 2014,The Dogfather,193,en,snap: mattnelson-1,2434538047
jlcockre,Mon Mar 25 21:39:06 +0000 2013,Jennifer Cockrell,53,en,"New York, NY",1301247626
ForrestDickhut,Mon Jun 24 01:42:17 +0000 2013,𝚉𝚊𝚌𝚑𝚊𝚛𝚢,320,en,"Mitchell County, WI",1542268189
kevin_petrillo,Sat May 10 23:04:22 +0000 2014,Kevin Petrillo,509,en,not given,2539891191
l_spillane,Tue Jan 13 13:10:54 +0000 2009,Laura,114,en,not given,18937389
reeseashley4,Wed Jul 31 23:28:16 +0000 2013,reese,556,en,not given,1636664269
ciaelicruz,Mon Oct 04 09:31:52 +0000 2010,Ciaeli,296,en,not given,198439177
GiftedNapper,Wed Apr 11 15:35:48 +0000 2012,Adam Jakowenko,100,en,not given,551086453
nvanbat,Thu Apr 10 18:28:47 +0000 2008,Nicole Van Batenburg,2139,en,"Seattle, WA",14353773
DoggosOfSeattle,Fri May 12 00:12:01 +0000 2017,Doggos of Seattle,65,en,"Seattle, WA",862822636534939648
Zmmeyer,Fri May 10 23:07:10 +0000 2013,Zac,244,en,"Augsburg, Germany",1419253956
camyd31,Mon Jan 26 00:02:46 +0000 2015,Camy,180,en,not given,2998892069
katie_wrrn,Tue May 24 21:36:44 +0000 2011,katie warren,368,en,not given,304647686
NickStaten_,Tue Jun 09 18:58:53 +0000 2015,Nick,121,en,not given,3315611105
babzyyb,Tue Nov 10 20:07:50 +0000 2009,Babs Bouchillon,609,en,Music City,89009308
feeltheburn22,Tue Aug 04 06:18:17 +0000 2009,T 🌻,308,en,not given,62736792
JosieCarlton,Fri Jan 13 23:50:18 +0000 2012,Josie,371,en,not given,463313737
mcflipper,Sun Oct 19 22:04:13 +0000 2008,Phillip McCarthy,490,en,"New York, NY",16856879
Leos_Ghost,Thu Nov 17 08:33:15 +0000 2016,Leo & Ghost,3,en,Western Australia,799168509917810688
irving_760,Mon Jan 20 00:45:07 +0000 2014,irving,48,en,not given,2300530382
ClaricitaN,Wed Jul 31 05:07:50 +0000 2013,Claire ,51,en,not given,1634666083
frombanang,Sat Mar 05 22:18:20 +0000 2016,Angie Prahlow,148,en,not given,706242467755073537
AbrissErik,Tue Aug 09 16:04:40 +0000 2011,erik abriss,788,en,Los Angeles,351682289
Emily_Rose07,Wed Mar 25 05:59:25 +0000 2009,Emily Rose,65,en,"California, USA",26442607
Kentobean123,Mon Jan 11 21:22:14 +0000 2016,Kent Guenthart,286,en,"Ventura, CA",4744932042
kylepcampbell2,Thu Sep 01 01:41:08 +0000 2011,Kyle Campbell,409,en,"Louisville, KY",365806423
brimillsss,Thu Oct 02 20:47:09 +0000 2008,Brianna Miller,581,en,"New York, NY",16566450
KJarriel,Tue Apr 16 17:52:30 +0000 2013,Katie Jarriel,121,en,"Ithaca, NY",1357487522
MeganWood19,Wed May 28 15:12:25 +0000 2008,Megan Wood,102,en,"Los Angeles, CA",14934434
suzewilsonnz,Mon Jul 23 04:41:58 +0000 2012,Suze Wilson,606,en,New Zealand,711806809
chad_hancock,Tue Jul 21 17:14:10 +0000 2009,Chad Hancock,18,en,"San Francisco, CA",58854387
Lassie_MP,Thu Mar 05 20:29:59 +0000 2015,Lassie 🐶🏳️‍🌈,11,no,"Fredrikstad, Norge",3073296591
kylee_jo27,Tue Jul 09 00:14:48 +0000 2013,(below average) jo,120,en,Coolsville,1578974066
freeman_art_la,Fri Nov 11 04:41:59 +0000 2016,Nicholas Freeman,20,en,not given,796935981089878018
bellaceeswift,Mon Aug 24 02:09:07 +0000 2009,B🌟,355,en,"Los Angeles, CA",68299078
Megan_Souder,Sun Jul 15 17:00:16 +0000 2012,Megan,617,en,Poolesville // Salisbury ‘19,636313051
lemonfights,Tue Jun 04 18:17:52 +0000 2013,aeriel  ||-//  🍋🎧,409,en,"'zoola, mt",1482894762
WeathaMan1234,Sat Mar 26 21:36:56 +0000 2011,Chris Outler,413,en,"Las Vegas, NV",272631785
jessebrubacher,Sun Jul 10 18:31:25 +0000 2011,Jesse Brubacher,182,en,"Lawrence, Kansas",332951609
InwardSmirch,Sun Mar 07 19:37:46 +0000 2010,Chris,736,en,Essex innit,120854387
jake_the_snakew,Sat Dec 15 00:18:43 +0000 2012,Jake Webb,314,en,not given,1012236854
grafeitti,Tue Oct 25 17:17:04 +0000 2011,g feia,467,en,"Baja California, México",398156819
bfkesq,Wed Apr 08 21:33:18 +0000 2009,Brendan Klein,270,en,"ÜT: 35.6197555,-97.4867416",29827203
balc0m,Tue Apr 15 16:21:31 +0000 2014,BB,414,en,not given,2445674791
larkinbriley_,Sat Oct 31 20:22:50 +0000 2009,Larkin Briley,220,en,not given,86595618
babzyyb,Tue Nov 10 20:07:50 +0000 2009,Babs Bouchillon,609,en,Music City,89009308
ByaDuarte,Mon May 25 17:25:45 +0000 2009,B-anca,283,pt,"Belém, Brasil",42445822
samuelmk206,Fri Nov 18 05:50:23 +0000 2011,Sam K,507,en,"Denver, CO",415325861
tiphaneii,Mon Nov 26 15:28:21 +0000 2012,Tiffany,529,en,not given,972176971
Claire_Bleeeler,Sun Mar 03 05:30:24 +0000 2013,Clurrr,286,en,"New York, New York ",1237871754
RachelLRandall,Fri Mar 20 16:59:01 +0000 2009,Rachel Randall,80,en,"Los Angeles, CA",25534693
torsimarsi_,Mon Sep 14 22:16:06 +0000 2009,Tori 🌻,118,en,not given,74281643
AnnaCorgiHill,Thu Jul 08 23:48:48 +0000 2010,CorgiHill,37,en,"Idaho Falls, ID",164473279
SarahAllegri,Sat Feb 12 04:59:49 +0000 2011,Sarah Allegri,489,en,kc,250968694
karielida,Sun Apr 22 16:19:45 +0000 2012,💫,452,en,nyc,560482962
bratnicnic,Mon Sep 16 00:31:11 +0000 2013,churro,968,en,not given,1869655536
CamiCharette,Tue Sep 08 20:11:30 +0000 2009,camille charette,22,en,not given,72653944
JustinTrudeau,Sun Mar 30 21:04:14 +0000 2008,Justin Trudeau,961,en,Papineau,14260960
mr_willow16,Tue Sep 24 02:28:59 +0000 2013,Hunter M. Willow,289,en,"Reno, NV",1899000128
yourstrulydems,Tue Apr 09 04:52:06 +0000 2013,Éloïse,260,en,not given,1338322382
jaycie_perry,Sun Aug 26 02:36:00 +0000 2012,jace,277,en,"Meridian, ID",781525026
sarahthe_peach,Tue Dec 14 22:37:54 +0000 2010,sarah mantella,235,en,"Toronto, Ontario",226725723
aubreyburman,Fri Apr 22 18:27:41 +0000 2011,aubrey 🌻,644,en,"Mount Pleasant, MI",286295606
JERICHO,Thu Dec 31 01:50:38 +0000 2009,TUCKER,705,en,"Los Angeles, CA",100649666
swinnersk,Mon Jun 18 11:52:17 +0000 2012,Kate Swinscoe,343,en,"Leeds, England",611624770
_catburglar,Sat May 23 17:35:00 +0000 2009,$weet tea papí,421,en,not given,42064074
YusufAhmed,Tue Mar 03 19:15:38 +0000 2009,Yusuf Ahmed,962,en,"Cleveland, Ohio",22662175
naty092316,Sun Jul 02 18:35:35 +0000 2017,Naty Pereda,144,en,Somewhere Over The Rainbow,881582137627037696
duhbrousse,Thu Jan 26 23:47:37 +0000 2017,Ben,31,en,not given,824765770852868097
illallinen,Thu Nov 01 12:40:27 +0000 2012,alli,100,fi,"Helsinki, Finland",918937741
Athletics,Tue Jan 27 18:40:21 +0000 2009,Oakland Athletics 🌳🐘⚾️,502,en,"Oakland, CA",19607400
eawickham,Sun Nov 18 17:49:03 +0000 2012,Elizabeth Wickham,1588,en,not given,955930969
GOOKCITY,Wed Jan 11 05:11:55 +0000 2012,Gooks,345,en,Next Models LA,460834078
matt___nelson,Tue Apr 08 23:00:56 +0000 2014,The Dogfather,193,en,snap: mattnelson-1,2434538047
kvarun70,Sat Oct 09 04:40:17 +0000 2010,Varun ks,98,en,not given,200387323
saraheliz301,Sat Jul 27 04:22:15 +0000 2013,sarah carney,307,en,"Bree, België",1624578937
siobhoneuerle,Thu Feb 18 17:28:06 +0000 2010,Siobhon Euerle,294,en,"Colorado, USA",115441277
MJ_Phillips_US,Wed Apr 29 05:45:14 +0000 2009,Michael Phillips,157,en,"Murrieta, CA",36298666
Han_Tier,Tue Dec 13 22:02:22 +0000 2011,hannah tierney,460,en,convent 16 marquette 20,436184631
Jaxon_Wells,Sun Feb 12 22:26:14 +0000 2012,Jaxon Wells,374,en,"Spencer, MA",490784360
hithereitslily,Sat Jun 17 01:58:03 +0000 2017,Lily Jordan,218,en,"Pennsylvania, USA",875895281241522177
m_pollicino,Fri Nov 02 22:04:42 +0000 2012,maggy,734,en,Long Island NY,921884545
kristen_walter,Sat Apr 14 23:10:20 +0000 2012,Kristen Nicole,453,en,not given,553901495
nursejin_,Sat Apr 08 19:28:00 +0000 2017,nurse jin!!,296,en,not given,850792360481095680
miketotaldestry,Fri Apr 12 12:56:23 +0000 2013,Mike,261,en,not given,1346776400
hannaarvin,Tue Mar 08 06:01:10 +0000 2011,Hanna Perrin,128,en,not given,262521547
WPIAL_Insider,Wed Oct 24 03:25:39 +0000 2012,WPIAL Insider,2733,en,not given,901087302
AGillilandd_,Fri Sep 24 01:31:56 +0000 2010,Alyssa Gilliland,359,en,"Columbus, OH",194404177
katgaugler,Mon Jul 28 00:28:16 +0000 2008,Kat Gaugler,601,en,"Dallas, TX",15625655
